ID 2011,ID 2004,ID 1992,General location,Additional location information,"Figure location reference (see figs. 1 and 3, table 1)",Type of slope movement,Season,Year,Month,Day,Time (PST),Minimum volume,Median/best estimate volume,Maximum volume,Relative size,Rock unit,Triggering condition(s),Deaths,Injuries,Infrastructure impacts,Published references,Narrative descriptions
2006072701,,,Union Point,Four Mile Trail,"F3-17, 4M",RF,Summer,2006,7,27,15:30,-,15,-,small,Kgp,UNR,0,0,trail,,"According to Park Geologist Greg Stock:  A small rock fall occurred above the Four Mile Trail from approximately 1,700 m elevation.  The source area was near the top of a prominent cliff band east of Sentinel Rock that diagonals up to the east above the trail.  Yosemite Search and Rescue eyewitnesses describe an initial rock several cubic meters in volume that fell from the cliff band, generating a dust cloud, and then moved down into a gully, dislodging additional loose debris.  At least two boulders fell onto the talus slope below the gully.  Rocks went over two sections of the Four Mile Trail, but no injuries or trail damage was reported.  The cumulative volume was approximately 15 m3.  The weather was clear, sunny, and hot; no specific trigger was recognized, but thermal stress may have played a role.  "
2006072702,,,Half Dome,Northwest Face,"F3-11, NW",RF,Summer,2006,7,27,17:46,-,735,-,large,Khd,UNR,0,0,none,,"According to Park Geologist Greg Stock:  A large rock fall occurred from relatively low and slightly southwest on the broad northwest face of Half Dome, above ""Bushido Gully"", which is the narrow gully at the base of the northwest face on the southwest side of the face.  The rock fall consisted of a slab approximately 35 x 7 x 2-3 m (735 m3, assuming a 3 m thick slab).  After detaching along a sheeting joint from beneath a prominent curving arch, the slab slid down a steeply inclined surface for 60-80 m and then impacted a lower-angle section of the face where the rock began to break apart.  The rocks then fell into Bushido Gully and the central gully beneath the northwest face, producing a substantial dust cloud that was observed throughout eastern Yosemite Valley and Tenaya Canyon.  Several boulders fell down to the floor of Tenaya Canyon, and subsequent investigation revealed fresh boulders up to 1 m in diameter on the talus slope at the base of the central gully.  The rock fall substantially altered the lower pitches of the climbing route ""Promised Land"", which ascends along the western side of the failed slab.  This event was the largest in a series of rock falls that occurred over many days.  A climber witnessed the first rock fall in the series on 20 July 2006 and observed more events on 25 July 2006.  Climbers report hearing minor but steady rock falls for the next two days until the large source, and also observed another slab approximately 3 x 1 x 2 m fall the day following the large rock fall.  This account suggested the  rock falls occurred as a progressive failure of the large flake underneath the arch.  When the source area was observed from a helicopter approximately 75 minutes after the event, the area was dry, but dark water stains were present on the detachment surface, indicating at least seasonal flow of water through the sheeting joints that formed the back side of the failed slab.  The detachment surface showed staining over most of its surface area, with only freshly broken surfaces along the edges, suggesting the flake was detached over much of its ~35 m horizontal span and only pinned at the edges prior to failure.  Yosemite Valley experienced several days of thunderstorms prior to the event, with some precipitation at Half Dome; however, water flow is not specifically identified as a trigger because the rock-fall detachment surface was dry when observed approximately 45 minutes after the failure.  Stress redistribution and progressive destabilization resulting from earlier rock falls may have contributed to failure, but a specific triggering mechanism for this rock fall is not recognized.  However, the fact that the rock fall occurred near the end of a very hot summer day, when the northwest face receives full sun, suggests that thermal stress (expansion and contraction of the relatively thin flake) may have played a role in triggering the rock fall."
2006080501,,,Glacier Point,Curry Village,"F3-16, CV",RF,Summer,2006,8,5,9:45,-,10,-,small,Kgp,UNR,0,0,none,,"According to Park Geologist Greg Stock:  A rock fall occurred on the western side of Glacier Point from above the eastern side of the Curry housing area under construction and the western side of the Curry hard-sided cabins.  A witness (Richard Valley, construction contractor) saw dust and four boulders rolling down the talus slope below the cliff; all boulders stopped on the talus slope.  The approximate volume was 10 m3.  The source area was unknown, but it may have been from the Staircase Falls area, specifically from debris perched on ledges beneath the 2003 source area, from the cliff west of the falls.  No trigger was recognized."
2006080601,,,Merced River Gorge,Elephant Rock,"F1, EL",RF/DS,Summer,2006,8,6,14:13,-,300,-,medium,Kec,TS,0,0,none,,"According to Park Geologist Greg Stock:  A medium-sized rock fall occurred from the west face of Elephant Rock in the Merced River Canyon downstream of Yosemite Valley.  A large slab of rock, approximately 15 x 10 x 2 m (300 m3), detached from high on the west face in the upper east portion (upper left portion when viewed from the Merced River) of the March 1971 rock-fall scar.  The slab slid off the north-dipping detachment surface, free-fell about 50 m to a series of steeply sloping ledges, and broke into a number of fragments upon impact, generating a large dust cloud.  Rock fragments, some several meters on a side, proceeded to tumble down the steep talus slope and initiated a small debris slide.  These fragments traveled down slope to the Merced River, and fishermen in the river below Elephant Rock witnessed ""microwave-sized"" boulders splashing into the river.  Fisherman Herb Dunn captured a sequence of impressive photographs of the rock fall and subsequent debris slide, which were posted on geology.com.  The rock fall was a clean detachment along a roughly surface parallel sheeting joint, with only subtle staining and weathering of the rock around the margins of the detachment surface, suggesting fresh cracking along most of the detachment surface.  The air temperature during the event was very warm (~90 degrees Fahrenheit), and Elephant Rock receives direct sunlight in the afternoon, suggesting that rock surface temperatures were considerably warmer.  In light of the absence of other possible triggering mechanisms such as seismicity, precipitation, or freeze-thaw conditions, and in light of the very warm temperatures at the time of failure, thermal stress is considered to be the most probable triggering mechanism."
2006080701,,,Yosemite Valley,n/a,F3,RF,Summer,2006,8,7,1:10,5,20,50,small,n/a,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Stock awoke in the National Park Service Lower Housing area to a loud ""boom"" sound very likely related to a rock fall somewhere in eastern Yosemite Valley.  No source area or fresh debris was identified."
2006082101,,,Half Dome,Northwest Face,"F3-11, NW",RF,Summer,2006,8,21,13:30,5,20,50,small,Khd,UNR,0,0,none,,"According to Christine Loberg, National Park Service Interpretive Ranger (oral commun., 22 August 2006):  A rock fall occurred  from the northwest face of Half Dome.  Loberg observed the rock fall from the Stoneman Meadow area during a Valley tram tour.  She described a ""small-to-medium-sized"" rock fall that ""put up dust"".  Her description of this location strongly suggested that this rock fall originated from the 27 July 2006 rock-fall source area.  The weather was clear, sunny, and hot.  A specific trigger was not recognized, but thermal stress may have played a role; furthermore, the failure was likely related to destabilization associated with the 27 July 2006 event."
2006082201,,,Glacier Point,n/a,F3-16,RF,Summer,2006,8,22,2:30,0,5,5,small,Khd/Kgp ,UNR,0,0,none,,"According to Sam Vasquez, National Park Service Interpretive Ranger (oral commun., 22 August 2006):  Vasquez head a rock fall occurring from Glacier Point, perhaps above Curry Village.  Vasquez heard a ""gunshot"" sound that was followed by the sound of tumbling rocks; however, he did not observe the event because it was dark.  Subsequent analysis failed to reveal an exact source area.  The volume was likely small, less than 5 m3.  The trigger was unrecognized."
2006090501,,,Indian Canyon,Indian Canyon,F3-6,RF,Summer,2006,9,5,4:30,5,10,10,small,Ks/Pzme,UKN,0,0,none,,According to Park Geologist Greg Stock:  Stock awoke to sounds of many rocks clattering from the vicinity of Indian Canyon.  A specific source area in Indian Canyon was not determined.  The volume was small and likely less than 10 m3.
2006092001,,,Indian Canyon,Indian Canyon,F3-6,RF,Summer,2006,9,20,17:00,5,20,50,small,Ks/Pzme,UKN,0,0,none,,According to Park Geologist Greg Stock:  Park Dispatch reported a rock fall in or near Indian Canyon.  The report stated 1.5 minutes of rock fall type rumbling was heard.  No fresh rock debris or dust cloud was found after checking the Valley Loop Trail and National Park Service Upper Housing area.
2006092301,,,Merced River Gorge,Elephant Rock,"F1, EL",RF,Fall,2006,9,23,16:00,6,9,12,small,Kec,TS,0,0,none,,"According to Park Geologist Greg Stock:  Several park visitors in the pullout on the El Portal Road opposite Elephant Rock observed a rock fall from Elephant Rock that created a small dust cloud.  Subsequent investigation revealed that the source was a small overhanging flake at the top of the fresh scar from the 6 August 2006 rock fall [ID 2006080601].  The flake was approximately 2 x 3 x 1-2 m (6-12 m3).  The failure was likely related to the earlier rock fall, but may have been triggered by thermal stress.  The weather was sunny, clear, and very hot."
2006092901,,,Royal Arches,Rhombus Wall,"F3-7, RW",RF,Fall,2006,9,29,9:15,0.5,2,5,very small,Khd,UNR,0,0,none,,"According to Valley Law Enforcement Ranger Todd Bruno (oral commun., 29 September 2006):  A small rock fall occurred from the Rhombus Wall area north of the Ahwahnee.  Bruno reported an approximately 2 m3 rock fall that generated a dust cloud on impact, but could not locate an exact source area.  No trigger was recognized."
2006100601,,,Glacier Point,Curry Village,"F3-16, CV",RF,Fall,2006,10,6,6:45,-,30,-,small,Kgp,"P, F/T",0,0,none,,"According to Park Geologist Greg Stock:  A rock fall occurred from the 1998-1999 Curry Village rock fall source area.  Visitors staying in Curry Village heard a distinct ""crack"" or ""pop"" sound followed by rumbling like thunder that lasted about 10 seconds.  Some visitors self-evacuated.  The failure consisted of a rock slab approximately 3 x 5 x 2 m (30 m3) from within the 1998-1999 scar, up and left of the prominent white dike in a left-facing dihedral.  The triggering mechanism was likely precipitation and/or freeze-thaw after the first cold winter storm of the season, with 0.48 cm of precipitation on 5 October and 0.74 cm of precipitation on 6 October 2006."
2006100602,,,Merced River Gorge,El Portal Road / Arch Rock,"F1, AR",RF,Fall,2006,10,6,8:05,0,0.2,0.5,extremely small,Ka,"P, F/T",0,0,road,,"According to Park Geologist Greg Stock:  Park Dispatch reported a ""soccer ball-sized"" (~0.2 m3) rock on the westbound lane of El Portal Road about 1.2 km west of the Arch Rock entrance station.  The triggering mechanism was likely precipitation and/or freeze-thaw after the first cold winter storm of the season, with 0.48 cm of precipitation on 5 October and 0.74 cm of precipitation on 6 October 2006."
2006100603,,,Merced River Gorge,Big Oak Flat Road,F1,RF,Fall,2006,10,6,18:00,5,20,50,small,Kec/Kdg,P,0,0,road,,"According to Park Geologist Greg Stock:  A rock fall occurred on the Big Oak Flat Road east of the easternmost (lower) tunnel.  Approximately 5 m3 of rock debris, in the form of 5 boulders, fell on the road.  The largest boulder was approximately 1 m3 in volume.  The source area was near the top of the head wall, about 45 m above the base of the cliff.  A 3 x 2 x 1 m fresh boulder sat at the base of the cliff in a large impact, which damaged vegetation.  Several more boulders moved down the talus slope among freshly broken trees and brush, including a group of boulders approximately halfway down the slope.  The five boulders on the talus slope had dimensions of 1 x 1 x 2 m; 4 x 1 x 2 m; 1 x 0.5 x 0.5 m; 1 x 1 x 0.5 m; and 1 x 1 x 1.5 m.  Cumulatively another 2 m3 of debris was deposited on the talus slope, for a total volume of approximately 15 m3 of debris on the slope (in addition to the 5 m3 of debris on the road).  The triggering mechanism was likely precipitation and/or freeze-thaw after the first cold winter storm of the season, with 0.48 cm of precipitation on 5 October and 0.74 cm of precipitation on 6 October 2006."
2006111401,,,Parkwide,n/a,F1,RF,Fall,2006,11,14,n/a,1,2,5,very small,Qat,P,0,0,road,,"According to Park Geologist Greg Stock:  Numerous small rock falls were reported during the night of 13 November and the morning of 14 November 2006.  The rock falls occurred after about 12 hours of continuous rain totaling 3.8 cm.  Locations of rock falls reported on roads include: Big Oak Flat Road (same site as 6 October 2006 rock fall consisting of small debris from the talus slope), Wawona Road near Grapevine, and Foresta Road between Rancheria and the water treatment plant.  All of the rocks were very small and were quickly cleared.  Precipitation is considered the most likely trigger."
2006112001,,,Rockslides,Old Big Oak Flat Road,"F3-2, OB",RF,Fall,2006,11,20,15:30,0,0.2,0.5,extremely small,Kec,UKN,0,0,road,,"According to Park Geologist Greg Stock:  Park Dispatch reported three ""basketball-sized"" rocks on the Big Oak Flat Road about 0.25 km west of the junction with El Portal Road.  "
2007000001,,,El Capitan,East Buttress,"F3-3, EB",RF,Winter,2007,n/a,n/a,n/a,-,50,-,medium,Kec,UKN,0,0,trail,,"According to Park Geologist Greg Stock:  A rock fall occurred from low on the southeast face of El Capitan, near the East Buttress.  New large boulders were reported by National Park Service climbing ranger Jesse McGahey on the informal climber's path leading to the start of the East Buttress climbing route.  Subsequent observation on 15 May 2007 located several fresh boulders, up to 4 m in diameter, on the climber path just west of the East Buttress start where the trail drops down a bit before climbing back up to the top of Schultz's Ridge.  The volume was approximately 50 m3 based on the fresh talus.  The rock-fall source area was only about 15-20 m above the base of the cliff, and consisted of a steeply dipping planar surface.  The trigger is unknown, as the exact timing of this rock fall is unknown."
2007000002,,,Yosemite Falls,Yosemite Falls,F3-5,RF,n/a,2007,n/a,n/a,n/a,-,37,-,small,Kec,UKN,0,0,none,,"Report from rock climber Eric Kohl of a rock fall from the low-angle rock ""apron"" just west of the base of Upper Yosemite Falls.  In 2006 he climbed a route that involved climbing along the left of a 6 x 6 x 1 m flake.  He described the experience as ""really spooky knowing that the whole thing was cracked all around.""  The flake subsuquently fell; repeat photography of the Yosemite Falls area constrains the rock fall as occurring between 14 February 2007 and 20 November 2007."
2007011501,,,Indian Canyon,Castle Cliffs,"F3-6, CA",RF,Winter,2007,1,15,0:28,5,20,50,small,Kec,F/T,0,0,trail,,"According to Park Geologist Greg Stock:  A rock fall from the Castle Cliffs north of the National Park Service stables occurred just after midnight.  Numerous rock impacts sounded like thunder and lasted about 30 seconds.  A second smaller rock fall consisting of a single boulder occurred at 01:19 PST.  Inspection in the morning revealed a fresh boulder in the gully directly north of the stables leading up to Sunnyside Bench.  Two large boulders totaling about 2 m3 were found resting approximately 100 m upslope of the Valley Loop Trail north of the National Park Service stables.  One flyrock boulder, approximately 0.5 m3, fell onto the Valley Loop Trail in the talus slope section north of the stables.  Considerable vegetation on the talus slope was damaged, with several live oaks completely shattered and many others broken and scarred.  The weather was sub-freezing nighttime temperatures coupled with clear daytime skies and melting on south-facing cliffs., suggesting a freeze-thaw trigger.  Roots were clearly visible at the source area west of Arrowhead Arete, suggesting an earlier root wedging component of destabilization."
2007012201,,,Yosemite Valley,n/a,F3,RF,Winter,2007,1,22,0:58,500,2000,5000,small,Khd,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Stock awoke to a distant booming sound accompanied by slight ground shaking at 00:48.  Ten minutes later, at 00:58, a second, larger booming sound accompanied by stronger ground shaking occurred.  The only other report of these events was from a guest at the Yosemite Lodge who inquired at the visitor center later that day.  Subsequent investigation revealed no fresh rock debris on the valley floor, nor any obvious new rock fall scars.  No debris was reported on any roads or trails.  The most likely source area is in Tenaya Canyon, which is remote and difficult to access in winter."
2007021001,,,Merced River Gorge,El Portal Road / Windy Point,"F1, WP",RS,Winter,2007,2,10,11:00,0,1,0.5,very small,Kga,P,0,0,road,,"According to Park Geologist Greg Stock:  Report of ""basketball-sized"" rocks (~0.5 m3) that fell onto the El Portal Road just east of Windy Point.  "
2007021002,,,Glacier Point,Happy Isles,"F3-16, HI",RF,Winter,2007,2,10,11:47,5,10,10,small,Khd/Kgp ,P,0,0,none,,"According to Park Geologist Greg Stock:  A small rock fall occurred from the cliff between Washburn Point and Glacier Point, near Happy Isles.  No fresh rock debris was found on the road to the water tank or the Fen Trail.  An exact source area was not determined.  The volume was approximately ≤10 m3.  Precipitation was the most likely trigger."
2007021003,,,Glacier Point,Staircase Falls,"F3-16, SF",RF,Winter,2007,2,10,16:45,2,4,5,very small,Kgp,"P, F/T",0,0,none,,"According to Park Geologist Greg Stock:  A small rock fall was reported from the vicinity of Staircase Falls.  A bystander heard clattering of rocks for 5-10 seconds.  The volume was approximately 2-5 m3.  The trigger was likely precipitation, but may have also been freeze-thaw."
2007030001,,,El Capitan,Ribbon Falls,"F3-2, RF",RF,Winter,2007,3,n/a,n/a,6,7,8,small,Kec,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Stock hiked to the base of Ribbon Falls on 26 March 2007 and observed fresh rock fragments, including settled dust, and broken vegetation (oak, ponderosa pine, and cedar branches) in the amphitheater at the base of the falls.  The freshness of debris and still-green vegetation suggested that the rock fall occurred within the previous few weeks, probably sometime in March.  The source area was likely just west of the lip of the falls, where vegetation exists to be uprooted.  The volume was less than 10 m3.  The trigger was unknown because the exact timing of the event was unknown."
2007030002,,,Yosemite Falls,Yosemite Falls Trail,"F3-5, FT",RF,Winter,2007,3,n/a,n/a,-,2,-,very small,Kec,UKN,0,0,trail,,"According to Park Geologist Greg Stock:  Stock observed freshly disturbed ground, small fresh rock debris, and broken vegetation with faded green leaves on the Yosemite Falls Trail along the straight section leading to the base of the Upper Falls just north of the closure gate.  The volume of fresh rock debris on and below the trail was approximately 2m3.  The state of the broken vegetation suggested the event occurred sometime in March.  Because the exact timing of the rock fall is unknown, the trigger is unknown."
2007030003,,,El Capitan,Manure Pile Buttress,"F3-3, MP",RF,Winter,2007,3,n/a,n/a,-,9,-,small,Kec,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Stock observed fresh boulders at the base of the gully on the east side of Manure Pile Buttress, about 30 m east of the direct start to the climbing route ""Nutcracker"".  The debris consisted of three boulders totaling approximately 9 m3.  Broken vegetation with faded green leaves suggest the rock fall occurred sometime in March.  Subsequent investigation on 22 April 2007 identified the source area directly above the impact area, about 50 m above the ground.  Based on the patterns of lichens and moss, the failed rock mass appeared to be precariously perched after an earlier fall, and toppled and fell from the source area.  "
2007031501,,,Taft Point,Taft Point,"F3-19, TA",RF,Winter,2007,3,15,13:15,-,100,-,medium,Kec,SM,0,0,none,,"According to Park Geologist Greg Stock:  A rock fall was reported as occurring near Taft Point.  The witness observed the rock fall from near the river, just east of El Capitan, and described hearing a rumble that got louder and lasted about 30 seconds.  A dust cloud focused near the rim of the valley lasted for 4-5 minutes before dissipating.  A subsequent report described a dark streak on fresh snow below Taft Point and identified the rock fall source area between Profile Cliff and Taft Point, roughly one-third of the way down the cliff from the top.  The volume was approximately 100 m3.  The trigger was unrecognized, but may have involved snowmelt."
2007040001,,,Half Dome,Mirror Lake Trail,"F3-11, ML",RF,Spring,2007,4,n/a,n/a,-,288,-,medium,Khd,UKN,0,0,none,,"According to Park Geologist Greg Stock:  Stock observed a fresh rock fall scar on 23 April 2007 at a point relatively low on the cliff south of Mirror Lake, at the very base of Half Dome.  Fortuitously, U.S. Geological Survey geologist Gerald Wieczorek had taken photos of Half Dome from Mirror Lake on 11 April 2007 that show the fresh rock fall scar.  Thus, the event must have occurred prior to 11 April 2007.  The source area had fresh rock with dirt on the sloping ledges.  The debris fell a short distance and landed on the talus slope directly below the source area; debris did not extend to the base of the talus or the trail.  The dimensions of the failed slab were approximately 6 x 12 x 4 m (288 m3).  Because the exact timing of the rock fall is unknown, an exact trigger in unknown; however, water was seeping from the source area on 23 April, 28 April, and 29 April 2007, suggesting precipitation and/or snowmelt may have played a role."
2007041101,,,Glacier Point,LeConte Gully,"F3-16, LG",RF,Spring,2007,4,11,9:20,5,10,10,small,Kgp,P,0,0,none,,"According to Park Geologist Greg Stock:  A rock fall occurred from the cliff between LeConte Memorial on the west and LeConte Gully on the east.  Very low clouds obscured the cliff, but several rocks falling down the middle third of the cliff were heard.  Rock fall sounds lasted less than 10 seconds and the rocks did not reach the valley floor.  Subsequent investigation on 12 April 2007 failed to reveal an exact source area, but was complicated by low clouds and wet rock surfaces.  The volume was unknown, but estimated to be less than 10 m3.  Precipitation was the likely trigger."
2007042301,,,Cathedral Rocks,Lower Cathedral Rock,"F3-20, LC",RF,Spring,2007,4,23,8:00,-,24,-,small,Kbv,"P, F/T",0,0,none,,"A rock fall was reported by Valley Law Enforcement Ranger Mike Foster from Lower Cathedral Rock.  Foster was participating in a swiftwater rescue course on the Merced River where it crosses the El Capitan moraine below Lower Cathedral Rock when he heard several ""popping"" sounds and observed several ""car-sized"" blocks free-falling down the northwest face of Lower Cathedral Rock.  Impacts on the upper talus produced loud ""booming"" sounds.  Subsequent observation with a spotting scope from El Capitan Meadow revealed the source area within a dihedral approximately 200 m above the base of the cliff.  The source area was fresh without lichen or brown staining.  The failed rock mass was a vertically oriented slab ~8 x 2 x 1.5 m (24 m3).  The source area appeared relatively stable except for a few small flakes totaling less than 5 m3.  The event followed 24 hours of medium to heavy rain (3.5 cm of precipitation on 22 April 2007).  Precipitation is the most probable trigger, but freeze-thaw is also a possibility."
2007050401,,,Hetch Hetchy,Wapama Falls,"F1, WF",RF,Spring,2007,5,4-5,n/a,-,3,-,very small,Kec,UNR,0,0,trail,,"According to National Park Service trail worker Douglas Matheson (written commun., May 2007):  A rock fall occurred near Hetch Hetchy Reservoir, on the trail about 3/4 mile beyond O'Shaughnessy Dam and 1/4 mile before (west of) the Beehive/Wapama Falls trail junction.  Two rocks, with volumes 1.8 m3 and 1 m3, ended up on the trail.  There were additional rocks that may have come from a retaining wall that was damaged by impacts.  The weather was sunny and clear.  No trigger was recognized."
2007051601,,,Yosemite Falls,Camp Four Wall,"F3-4, 4W",RF,Spring,2007,5,16,3:00,5,10,10,small,Ks,UNR,0,0,none,,"According to Park Geologist Greg Stock:  A climber reported a small rock fall from the wall north of Camp Four.  The event consisted of about 5 seconds of boulder-clattering sounds which were likely several small blocks.  The climber did not witness the event due to darkness, but the sound was loud enough to wake him up.  Based on the description, the volume was estimated to be less than 10 m3.  An exact trigger was not recognized."
2007060001,,,Tenaya Canyon,Cloud's Rest,"F1, CL",RS,Spring,2007,6,n/a,19:00,50,200,500,medium,Khd,UNR,0,0,none,,"According to Park Geologist Greg Stock:  A medium-sized rock slide occurred from Cloud's Rest in the late spring of 2007 (exact date unknown, but likely in early June).  Climber Sean Jones and his partner had just completed a new climbing route (""Laid to Rest"") on the south face of the subdome on the east shoulder of Half Dome, and were standing on the summit when they observed a rock fall originating from near the top of Cloud's Rest on the south wall of Tenaya Canyon.  Jones recounted the experience on a Supertopo.com Forum post:  ""When we topped out it was the perfect ending to the perfect Yosemite day.  Right at sunset, blazing pink and orange skies, huge view up Tenaya Canyon... and the air was dead silent and dead still.  We started on our way back to base camp and out of nowhere this huge [expletive deleted] rock slide just cut loose all the way from the top of Cloud's Rest and pulverized everything in its path all the way to the bottom of Tenaya Canyon.  Huge dust plumes and total chaos.  The dust settled and it was back to perfect silence as the black of night began to set in"" (source:  eyewitness report posted on Supertopo.com Forum).  Given the report of clear, calm weather, and subsequent determination of no coincident seismic activity, a specific trigger is not recognized for this event.  This rock slide was the likely source of fresh rock debris reported later in the summer and fall of 2007 by hikers descending Tenaya Canyon from Olmsted Point to Mirror Lake."
2007060101,,,Cathedral Rocks,Lower Cathedral Rock,"F3-20, LC",RF,Spring,2007,6,1,n/a,20,25,30,small,Klt,UKN,0,0,none,,"According to Park Geologist Greg Stock:  A climber reported fresh rock debris in the ""Gunsight"", the prominent joint-controlled gully between Middle and Lower Cathedral Rocks, on 1 June 2007; the rock fall must therefore have occurred prior to that date, but as the report indicated that substantial dust coated adjacent surfaces, the rock fall likely occurred not long before that date.  Based on the description of the extent of dust and fresh rock debris,  the volume was estimated to be approximately 20-30 m3.  The trigger was unknown."
2007060901,,,Cathedral Rocks,Middle Cathedral Rock,"F3-20, MC",RF,Spring,2007,6,9,1:00,5,20,50,small,Kec,UNR,0,0,none,,"According to climber posts on the Supertopo.com forum (written commun., 18 June 2007):  A rock fall occurred in the night from on or near the ""Direct North Buttress"" climbing route on Middle Cathedral Rock.  Witnesses on El Capitan reported that it ""looked like a bunch of sparks going off, then we hear[ed] the fall, and saw a pretty good dust cloud arise"".  Subsequently, visitors to the base of Middle Cathedral reported many smashed trees and fresh rock debris.  The volume was approximately 20 m3.  No trigger was recognized."
2007060902,,,Glacier Point,Staircase Falls,"F3-16, SF",RF,Spring,2007,6,9,1:53,-,18,-,small,Kgp,UNR,0,0,structure,Wieczorek et al. (2008),"According to Park Geologist Greg Stock:  A rock fall occurred behind Curry Village from the same source area as the 26 December 2003 Staircase Falls rock fall [see ID 2003122601].  The 9 June 2007 event consisted of failure of a single18 m3 block that fell from the middle portion of the previously active source area.  The block fell onto the large ledge of the Ledge Trail, swept off additional debris perched on the ledge from the 2003 event, and fell onto a large area of the talus slope near the base of Staircase Falls. No boulders extended beyond the talus slope, but flyrock extended to the southwestern edge of Curry Village and damaged hard-sided cabin unit 72B (broken window and hole in the rock-and-mortar foundation); there were no injuries.  This area of Curry Village was evacuated pending assessment.  Subsequent inspection of the backside of the rock fin separating the source area and the Staircase Creek channel showed the rock mass to be moderately to highly weathered and containing numerous joint sets and tension cracks.  The overhanging block that failed was captured in before and after photographs (Wieczorek et al., 2008).  This block was bounded on all sides by fractures and roots from a conifer tree that fell in 2003 but remained in the crack behind the block, likely contributing to the failure.  Observation at approximately 13:00 PST on 9 June 2007 showed the detachment surface to be dry, although water from Staircase Creek was observed seeping out of joints several meters below the failed block.  This event occurred during mild late spring weather, with no recent precipitation.  A specific triggering mechanism was not recognized."
2007060903,,,Three Brothers,Middle Brother,"F3-4, MB",RF,Spring,2007,6,9,12:00,0,0.5,0.5,extremely small,Ks,UNR,0,0,none,,"According to George Ridgley (written commun. 26 June 2007):  Ridgley was climbing the route ""Absolutely Free"" on Lower Brother when he heard and then saw two ""bowling ball""-sized rocks falling down the face of Middle Brother on the east side of the large light-colored area between Lower Brother and Rixon's Pinnacle (below the 10 March 1987 rock-fall source area).  Ridgley states:  ""While waiting my turn to climb the second pitch, I heard the sound of a rock fall - a 'crack' sound of rock striking rock.  Instinctively looking up, I saw nothing and then relaxed.  After a few moments, I heard another 'crack' and saw off to the right (where I happened to be looking) two rocks which appeared to be about the size and shape of bowling balls falling down the face.  They were accompanied by several smaller rocks.  Given the time between the initial and subsequent sounds of the rock fall, I conclude the rocks came from high on the wall, near the top..""  The volume was less than 0.5 m3 and possibly consisted of debris that dislodged from the ledge below the 10 March 1987 failure.  No trigger was recognized."
2007061901,,,Hetch Hetchy,Hetch Hetchy Road,F1,RF,Spring,2007,6,19,late pm,0.5,2,5,very small,Kga,RW,0,0,road,,"According to Hetch Hetchy Law Enforcement Ranger Chris Smith (written commun., 21 June 2006):  Smith reported a rock fall on the Hetch Hetchy Road about 0.1 mile east of the Smith Meadow trailhead.  The road was closed for a few hours on 20 June 2007 while the debris was cleared.  According to Smith, the event was likely triggered by a tree failure, with the uprooted root ball dislodging 4-5 rocks ""too large to move by hand"" fell about 10 m and landed on the road."
2007062401,,,Glacier Point,Curry Village,"F3-16, CV",RF,Summer,2007,6,24,21:00,-,0.2,-,extremely small,Kgp,UKN,0,0,structure,,"According to Park Geologist Greg Stock:  A single rock (approximately 0.2 m3) fell from the Glacier Point cliff above the Tressider cabin in Curry Village, bounced down the talus east of the Ledge Trail,  struck the back door of the cabin, and knocked it down.  A concessionaire employee and resident of the cabin was in the cabin at the time and took photos of the damage."
2007070601,,,Merced River Gorge,Big Oak Flat Road,F1,RS,Summer,2007,7,6,5:40,0,0.2,0.5,extremely small,Kec,UKN,0,0,road,,"According to Park Geologist Greg Stock:  Rocks fell onto the westbound lane of Big Oak Flat Road between the middle and upper (long) tunnels.  According to Park Dispatch, two ""approximately 80 pound"" rocks were on the road and were cleared within 30 minutes.  The volume was approximately 0.2 m3."
2007070901,,,Merced River Gorge,El Portal Road / Arch Rock,"F1, AR",RS,Summer,2007,7,9,14:18,0,0.2,0.5,extremely small,Ka,UKN,0,0,road,,"According to Park Geologist Greg Stock:  A ""basketball-sized"" rock was reported on El Portal Road west of the Arch Rock entrance station; the road was quickly cleared.  The volume was approximately 0.2 m3."
2007071001,,,Giant Staircase,Mist Trail,"F3-13, MT",RF,Summer,2007,7,10,10:30,0,0.1,0.1,extremely small,Khd,UKN,0,0,trail,,"According to Marea Ortiz, National Park Service Interpretation Ranger (written commun., 10 July 2007):  An interpretive ranger was hiking down the Mist Trail and reported that ""golf ball and tennis ball size rocks were falling and whizzing past her at eye to chest level [she was not injured]...  The location was between the [Vernal Falls] footbridge and the start of the stairs [leading to the top of Vernal Falls].""  The volume was less than 0.1 m3."
2007071501,,,Cathedral Range,Bernice Lake,"F1, BL",RS,Summer,2007,7,15,22:00,-,10,-,small,Krd,UNR,0,0,none,,"According to Chuck Carter, National Park Service Backcountry Ranger (written commun., 18 July 2007):   Carter heard a rock slide at Bernice Lake near Vogelsang.  He awoke to rumbling sounds and saw a long ""trail of sparks"" coming from the south wall above the lake and extending down the talus to the edge of the lake, but not reaching the lake.  The volume was unknown but likely greater than 10 m3.  No trigger was recognized."
